star_rating	review_headline
5	Super cute and loved it
3	"It's good, but�?	I like this, but my daughter doesn't love it. I wated it for nighttime to help her retrieve the paci asleep. It's too heavy to stay in her mouth when she is sleeping. She does like it as a toy sometimes though. I'm glad I only started with one to see her reaction."""
5	Best nuks
5	Easy for baby to use
4	Life changing for gassy newborn!!!
5	babies love them
3	LO didn't like pacis
5	"Suave, Baby, Suave."
5	love this product!
5	Love this.
2	My Baby Prefers the Newborn Size
5	Cute and my son loves it.
5	Perfect for moms and babies....
5	I have a pacifier baby
5	perfection
5	one of my GO TO  gifts for parents of newbies!
5	Love!
5	Such a cute Idea
5	LOVE!
2	not great
2	cheaply made
5	love it
5	swing just like at the park
3	head bands are very big (long)
5	great for grandparents
5	good bath toy
5	"excellent, discrete nursing pads!"
5	great bath seat
5	plain white bibs
5	thick and soft towel!
5	best cups ever!!
5	teether
2	thin diapers
5	love it
5	awesome favors!
5	perfect for bathroom wipes
5	love it!
5	better than other's
5	seat protector
5	great teething toys
1	maddox monkey crib bumper
5	Baby gift
5	Works
5	We  WubbaNubs
5	very funny
1	Don't get this one!
4	Cute and cuddly
3	not quite what i expected.
5	Nuk pacifier
5	Love this product!
5	Same ones as provided in the NICU
5	best paci ever!!!
5	The only one my son likes
5	"Soft pasifiers, all my daughter will use"
5	My daughter loves it!
2	Not a hit
5	Good product
5	Genius!
5	Will never go back to non glow pacis. A must have!!!
5	Hospital Pacifier
5	the best
5	Nice and cute
3	Stupid idea
2	cute and great in theory
5	love this
5	so soft and comfortable
4	had some small dings in the wood.
5	yay!!
5	a must need for every baby/toddler
4	adorable robot bank. not as big as they say :(
4	great for toddlers lunch
5	works!
5	perfect for transitioning from bottle
5	good caps !
3	it leaks and stinks
5	nice set
5	perfect for our three year old
5	cute design
5	our favorite bib!  nice and long.
5	so soft
4	"works, but moves around"
5	works with with medela
5	saved us from getting a helmet.
3	cute but i don't get it
5	makes my daughters room look nice
4	great bottles
5	these work perfectly for the medela instyle and philips avent natural
5	i guess you love it or hate it - worked for us though
5	great washable lunch bag
1	so dissaplinted!
5	2 yr old loves them
5	love this diaper bag!!!
5	great
5	cute and perfect gift
5	kids love it
4	great solution for toddler seating at table
3	not as good as it gets
2	wrong item
4	only for talls
5	adorable!
5	hands free gate-great!!
5	both of my sons love sophie.
5	no problems!!
5	It's her favorite!!!
5	my daughtor won't take any other pact
4	Not bad
1	NOT Bite-Proof; May Return
5	Great pacifier!!
5	Surprisingly useful
5	Great for infants! A parenting lifesaver!!
5	So cute babies love them!
5	Love it
5	happy mommy
3	love it!
5	Works great as a teether!
5	Daughter Loves
4	Would be better if i could choose the design
4	Love
5	Pacifier
5	Very pleased with these.
1	baby chews on it
5	You Will not Believe the Cuteness
5	excelente
5	Softest lamby ever!
5	:)
5	Great!
5	love
5	I would buy again
5	Best Product EVER!!!!
5	Love this product
4	No more wasting time
5	Thanks
5	Great for a gift!
5	Best Binkey Ever
5	Cute nookie for space baby!
5	Amazing and super cute!!
4	Great
3	Lamb and soothie
5	Perfect cuddly for tiny hands.
5	TOO TOO CUTE!
5	love!!!
5	meme knows best!
4	minky dot crib dust ruffle
4	"very cute, but too big for now"
5	very satisfied
5	love love love love love love love love love love love love love love love  did i mention love
3	pins to keep the sheet from slipping off the mattress.
4	haven't tried it in the car seat yet but the product is as described
3	better for older kids - maybe not for young toddlers
5	happy customer
5	so cute and easy to use
5	great buy
5	baby and daddy love it.
5	great purchase!
3	great but could be a little sturdier
1	water leaks through onto face and into eyes
5	great baby blanket
5	great alternative to hanging mobile
5	great product
5	my daughter loves them!
5	great for travel
2	not what i thought it would be
5	love the brushes
5	this is a must for any nursing mother!
5	Super safe
5	Super duper fly
1	too hard materail
5	"Fantastic, just what I needed."
5	Very soft and adorable.
5	Lots of Laughs
2	Not right color.
5	They Work
5	Good product
4	great for newborn
5	Great item & price
5	cute
5	We love MAM
4	Love It!
5	ROLLED OVER!!
1	Bothersome pacifier
4	Haven't tried it yet
5	Perfect pacis for newborn
5	"Good product, fast shipment"
5	so cute
2	Too thin!
4	They sent clear.
5	heeheheee
3	"I though this was a great idea, the baby proved me wrong."
1	Not Orthodontic Approved!!
1	Nothing like the picture
5	Can't live without it!
5	Five Stars
5	Baby's favorite
4	Great
5	loves it
5	love um
5	So cute and only one my baby will take
5	"Great product, but not for us."
4	Babies love but - beware
1	shipping time lies
5	Perfect for our son
2	Hard plastic
1	I have not received what I bought
5	Perfect Pacifier
5	Functional & stylish pacifier pocket
5	Work as directed
5	Awesome
5	Cute
1	No go for baby
5	great value great pacifers
4	"Good product, lost the color 'lottery'"
5	First Easter
5	Love
5	Great for Newborns
5	Love!
5	Great!
5	"Couldn't find in stores, but could find here."
5	i dont know what we would do without it!
5	perfect paci
5	love it
5	Perfect
5	Great Buy
5	Winner
5	handy
4	son loves it
5	So cute!
5	Perfect!
5	Best pacifers!
5	Great for pumping Moms.
5	Adorable and a Favorite Amongst Babies
4	super cute!
5	Great.
5	Great
4	best pacifiers
5	bought for my infant
4	Its cute.
5	Great service!
5	Love this product
5	love these!
5	Very recommended
5	Best ones we have used
5	great paci
5	Love these!!
5	Just what I was looking for
5	Great for newborns
5	My daughter loves her hootie..
4	My twins love them!
5	So Cute!
5	Baby loves it!!
5	Awesome!
3	Will or won't your baby enjoy this ?
5	Glow in the dark is a must
5	This is such a great little thing.
5	Great!!!!!
5	Great
5	Love it!
5	Mr. Mustachio
2	Too hard to open
5	NICU approved
4	Not great for newborns
4	Funny!
5	Cute!
5	I love it
5	Best pacifiers!
5	pully palz
5	perfect
5	good teether
5	firm and comfortable
5	best cloth book ever
5	i love the unique look of this crib. the rounded bars are perfect for displaying his homemade quilts when not in use.
2	keeps breaking!!!
5	so cute!
3	small
5	a great bib and value
4	looked around: the best we found
3	maybe it's just my kid?
3	okay
5	very nice
5	perfect
4	love it!
3	easy but too stiff
5	best idea ever
4	really cute; recommended.
5	fabulous diaper bag!
5	five stars no issues after one year regular use
4	i-unik hisense sero 7 pro tablet case
5	in love
3	the zippers broke
5	too cute!
3	"met the needs, not expectations"
5	awesome
5	awesome
4	seems like it'll do the trick.
1	classic gate
5	really cute
3	hard to clean the fabric part
5	perfect gift for new seahawk fan
5	great matching set
5	why i found it excellent
4	serves the purpose
5	super cute
1	beautiful fake jewelry
4	retractable gate
5	Baby Loves This Bink
5	great picture quality
5	love love love it
5	nice and soft
5	good quality
4	safety mat
3	won't stay on the wall.
5	love
5	humidifier
1	"product seems to be good, customer service not so good"
4	great product for the price
5	nice to have!
5	amazing for independent snacking
5	great product
5	great gift
2	you get what you pay for
1	no good
5	almost perfect
5	perfect headband set
5	thankful!
4	great design
4	good buy
5	love this seat
4	wish he were french!
4	no complaints overall
5	great product.
5	works great
5	love it!
1	would not suggest this to any one
2	too thin
3	okay if you don't care about the canopy
5	by far my favorite baby food freezer tray
4	cute enough... not sure i'd buy it again though
4	easy to peek a boo section hold down
5	"kidco healthy snack frozen treat trays, 3 count"
5	awesome!
5	rubber duckies!
5	wonderful
1	won't stick
4	very comfortable
5	the best toddler cup
2	i don't get it
4	functional
5	my favorite
5	great belt
5	awesome pail liner!
4	adorable
5	love it!
2	didn't last through one child.
3	doesn't stick
5	i love it.
1	wouldn't buy again
5	cannot praise this enough!!!
4	great product
3	a bit smaller than expected
5	"great fit, working as expected"
4	cute gift for my nephew
5	purchased for vacation
3	hopefully will use once son is older
5	"great monitor, and superb customer service!"
2	ok
5	great product
4	perfect
4	good buy
5	the kids loved it!
2	zipper broken after only a few wears/washes.
5	sleeve saver.
5	perfect diaper bag
5	very nice and simple
5	so beautiful!
5	great tank for layering
5	best cloths
5	soft and awesome
5	"absolutely «33 this! beautiful get it, your infant will shots ity"
5	well received gift - boy
3	okay if you want to hold it in their mouth constantly
4	"no spill, yes, but plenty of dribbles"
5	my baby loves these
5	great mirror
3	Does its job.
5	Prefered By Baby
5	Good for my breasted baby!
5	Perfect baby shower gifts.
5	Loves It!
1	cute but tiny
3	Be leary when it says Colors Vary
4	Not Translucent or Clear
5	Great quality
5	Amazing!
5	freeflow is the way to go
5	So cute!
5	Just as described
4	Worth While.
5	My favorite!
4	Baby Likes These
3	Cute But Not Great
5	Super soft
5	Too Cute!
4	It's great but it's almost the exact same thing as the newborn one
5	Good buy!
5	Love it
3	Super cute!
3	Not the same as on the Wubanub.
5	Nice pacifiers
5	very cool
5	very pleased
5	great for training.
5	looks good anywhere
5	this item is good for me    i love it so much   the price is suit for me  i lke it
4	"not pregnant, using after mastectomy"
3	too oxpensive for so small toy but my daughter likes it
5	great product
5	glass is better than plastic
5	works great
5	love the rocker
4	"good swaddlers,  great loveys"
5	great product
2	it is not friendly to take down again and again.
5	great
5	well made and sturdy
2	not really hands free
2	dissapointed - paint fades/chips & some lids only work with certain bottles
5	the only ones we use
4	runs kind of small
5	great fit and perfect for your toddler
5	had to have for my bella princess
5	Top choice
5	Cute for your little man!
5	Great night time nuk
3	wrong discription
4	See Comfy feet NCAA baby slippers
5	Hilarious!!
5	Best pacifier!
5	Cut the handles off
4	Everyone else in the family likes it more than my nephew
2	So Happy With Our Newest Friend.
5	my son loves it!
5	Too Cute
5	Bought about 8 of these for our baby!!!
5	we love wubbanubs!
5	Great way to not lose pacifier
5	It's just perfect!
1	Not what is pictured
5	GREAT PRODUCT!!!!  HIGHLY RECOMMEND!!!!
4	good quality
5	I love it
5	for my aunt and uncles baby that has not been born yet
2	Not the best...
5	Babies love these pacifiers
5	lovely
5	"Comforts Mom, too"
5	for my aunt and uncles baby that has not been born yet
1	Don't buy this item
5	the only pacifiers my son will take
5	Great toy
5	Only pacifier my baby loves!
5	Favorite paci in the world!!
1	wrong picture!
5	Used as Breast Pump Wipes.
5	Cute item
5	Nice colors
5	Super cute pacifiers and loved my our son
1	My baby had difficulty keeping these in her mouth
3	funny
5	Wubbanubs a great.
5	Best invention ever!!!
4	These are some of my preferred pacifiers.
5	Good
1	fail
5	Great purchase
5	One of the few pacis that wouldn't invite mold to grow!
5	Baby loves these
5	Childhood classics
5	Super Cute
5	"hands down, would buy again."
3	appears different
4	Good even if your baby doesn't take a pacifier
5	Great paci!
5	A necessity in our house!
5	Its the best pacifier on the market
4	Great product
4	Works great!
5	LOVE IT - attention getter!
5	Our first pacifier
5	Cute
5	Love
5	100% recommended.
5	Great and Adorable!!
3	Like it but the baby doesn't
4	Fun product for babies!
5	So cute!!
5	A must have for all little ones!
5	funny
4	They only Pacifier that LO will take
4	Soothie Pacifier
5	Love!
4	Great!!
5	I wish I had bought one last year!
4	as expected
1	Buyer beware
5	Love It!
5	Great
5	Love them
5	Love!!
5	Cute!!
5	Nephew Loved it
5	Perfect PACY
5	complete  life saver
4	Great! But needs more binky options.
5	The best!
5	perfect size
3	good but awkward
4	does not take charger
3	less expensive than retail store but had a defect
3	size
1	crap
5	i've tried many sippy cups & these are the best by far
1	too much time for crushed hopes.
3	a little large for a baby's mouth.
5	easy feeding
5	daughter loves this soft book
5	use it every time
5	baby shower
5	meets our cloth diapering needs
3	teether tolerated by infant
5	i love it
5	adorable
5	super great
5	Butterflies look amazingly beautiful
5	Adorable Pacifier
5	So cute!
4	Nice.
5	Stays put in the car seat.
5	great mattress!
5	gift for the babies
5	cute!
1	paper thin.
5	improved design
5	good system
4	great straw cup for beginners
2	my brestfriend!
5	love them
5	fun!
2	doesnt stick to the seat
4	great crib
3	functional but messy
5	"perfect design, no complaints."
5	awesome!
4	baby loves it!
5	great sound machine for on the go
5	quality
5	must have for parents
5	love it!!!
5	love this product!
5	great for twins
1	bad product
5	love
5	soft and absorbent!
5	tommee tippee maintains quality
3	feels a bit cheap but works great
4	for graco pack n play
5	we love hoot the owl!
5	excellent
5	sooooo soft
4	a sturdy car seat
4	cute monthly stickers
5	Nice
1	good but product cannot stand the sanitizing process
5	Great
2	No thanks
3	baby didn't take to this pacifier
4	Same as what they give in our hospital
2	"Looks nice, but fallls off"
5	How did we live without this?
5	cute and safer
4	Very cute idea!
5	Constant Companion
4	Awesome addition to your bag of tricks
5	Adorable.
5	Wubbanub pacifier
3	not great not terrible
5	Absolutely recommend this product!
5	Best pacifiers for stomach sleepers
5	So funny
5	Great
5	A favorite in our house
5	Even the cat likes it!
5	My infant loves them !
5	mustachifier
5	Obsessed with these pacifiers
5	Wubba NUB WE LOVE YOU
5	Less moisture!
4	i loved it!
5	we love wubb
4	great product and easy to use!  Looks great
3	Not too bad
4	Little more expensive than in store
2	break easily when frozen
5	awesome product
1	layers separate easily
5	great sesame music box
4	sensory balls
5	gift for my sister in-law
3	too heavy
4	great car seat.
5	great baby book
5	love it!!!
4	very nice-looking and sturdy...almost perfect!
2	too small.  interior is difficult to see from out side...
5	great!
5	pre and post pregnancy must-have
5	does not have an odor
5	awsome
2	did not like them
5	purchased as a baby gift
4	very hard to tighten straps when child in seat
5	grandson loves this
1	falls apart!
5	very comfy
5	Was perfect for my pink cake.
4	sad you cant find colors like these in store!
4	Don't get rid of these just yet!
2	not what i wanted
5	for my little
5	great cloth diaper
4	baby isn't a fan
5	works great to keep toddlers in/out
5	wonderful product!!!
4	i had to get these drapes because i couldn't find any to match the daniella valance
4	i have 2 of them!
2	poor quality
5	cute!
5	these have been a life saver!!
5	favorite
5	perfect for our needs
5	great item!
1	great until washed - then ruined
4	very nice
3	doesn't fit either of my tables
5	does exactly what it is supposed to do
5	used only two days but seems perfect!
5	what's not to love!
5	awesome entertainment
2	the nipple collapses
5	happy mom & baby
5	recommended by a professional and a mom
5	these are the best!!!
5	wonderful
4	"works well, but you need a wide surface"
5	didn't even think of this for a baby the first time around
1	dishonest marketing.
1	sassy ll
5	great waterproof bib
5	love it
5	great purchase!
5	the best
4	nice enough toy thats easy to grab on to
5	perfect for my application
5	love it
1	"baby call doesnt work, philiphs avent"
4	"great product, little over priced if you need 2."
5	works great
5	amazing!
5	it works great
5	great bottle washer
1	it is ok seat not to comfortable. it is not easy for a babe to go to sleep in it i like the easy instruction
1	does not work for all cars
5	love!
5	quality product
5	great stroller
5	so good for the price
5	my daughter loves it
5	Perfect!!!!
5	Great pacifier !
5	great price
5	Awesome gift
5	Cutest thing ever!!
5	A Must for Babies!
2	"Okay, not as good as others"
5	Good product.
5	Second Baby To Use
4	Love it
5	Tooo Cute
5	Excellent Pacifiers
5	baby loves them...his favoirite kind.
5	Cute!
5	Awesome product!
3	"Great Avent pacifier, horrible glow pacifier"
5	NUK pacifiers are the best!
5	Gift for a friend's baby
5	NUK pacifiers are the best!
5	Love WubbaNub Elephant!
5	My son loves these
5	NUK pacifiers are the best!
5	WubbaNubs are awesome!
2	Over priced pacifier with no benefit over others
5	Great pacifier for any age!!
5	My Baby's Favorite
5	Love this!
5	My Baby's Favorite!
5	The only ones he'll use...
5	Great pacifier
5	Most Comforting Pacifier
4	Works well if your baby can keep it in his/her mouth
4	Like it
5	Excellent
5	My baby won't take a pacifier until I tried these.
5	Love these pacis!!
5	Cute
1	worthless
3	not worth it.
5	love the frog
2	"Ehh, wasn't too useful."
4	Very cute but ...
5	Paci Addict
5	WubbaNub Giraffe
4	A bit large for smaller babies
5	Love this binky
5	Perfect!
4	I liked this.
4	"Great product, but....."
5	Pacifier
5	Baby Loves His Soothies
5	The best
5	Bought over 10 of these over the years
5	Favorite pacifiers ever
3	Good Looks but....
4	cute paci for my princess
5	No more lost pacifiers in crib
5	Love these
5	Good Quality
5	Cute!
5	Grandson loves it!!!
2	Pacifier
4	"NUK Silicone Animal Faces 2 Pack BPA Free Pacifier, Size 2, Colors May Vary"
5	Mustachifier
5	Good quality!
3	love the product
5	This is my second Wubbanub
4	"Cheap, works, easy to clean."
5	LSU Tiger Wub
5	Great gift!
2	Not what we wanted.
5	Absolutely adorable!
5	Love these!
5	Small size for baby mouth
5	unshreddable pacifiers
5	Great gift!
5	Great Pacifier
5	perfect
4	Love these things
5	THE BEST Pacifier
3	The other shapes work better.
5	Wubbanub is a favorite!
5	GREAT IDEA!
4	My daughter's favorite.
5	Daughters new favoret thing.
5	Glow in the dark pacifiers are a must for a good night sleeps for the parents.
5	Awesome!
5	Perfect for babies
5	Hillarious
4	"Cute, Cute, Cute"
4	Good step-down pacifier
5	nice upgrade to a pack n play
5	a must
3	"wobbly, scuffed knob"
3	didn't work for us
5	biodegradable [check!] bags [check!] blue [check!]
4	britex is great quality!
3	satisfactory diaper bag
5	i love these bottle
5	Perfect for our pack'n'play
5	Granddaughter Love these
5	Good quality item
5	Love them!
5	Love These Pacifiers
3	Cute!
5	Great transaction
5	Perfect pacifier
5	Love nuk brand
5	cute!
4	Its cute but...
5	Finally my baby will take a pacifier!
5	The Best Pacifiers for Breastfed babies
3	Not what I thought
5	LOVE LOVE LOVE
5	Does the job
5	Great for sight-impaired people
4	Inevitable.
5	Just like the ones from the hospital
5	Great Product and holds 2 pacis
5	Favorite pacifier
5	We LOVE our wubbanubs
5	I love this little guy!
5	Great product.
5	my baby loves these
5	Great for little hands
5	The gold standard in pacifiers
4	Baby loves this
5	Grandson loves second Puppy Pacy
5	A must have!
5	Great pacifier.
5	The only one my son will use
3	Great if this works for your baby
5	Cute little cowboy
5	great idea
5	Great for Nursing Babies
5	Not the Last One
4	Nice!!
5	Soft
5	Really helps!
5	Infant loves the pacifiers
5	Great passifier
5	stays in well
5	Great quality
3	Could be better
5	great
3	Had high hopes but my child didn't love it
5	Wonderful!
5	Does it's job
5	baby loves it
4	Good
4	Helpful and efficient
5	Only paris my baby will use.
2	Adorable
2	Not the semi-neutral clear & red pacifiers.  These are straight up girly pink & purple.
3	confusing for my baby
5	Handy and good quality
5	Baby really likes this one
4	I think I like it more than he does
5	It Will Be Tough To Get This Away From My Daughter
5	We Love Our New Friend
5	We love Wubbanubs!
5	WabbaNub
5	life saver!
2	Cute but not optimal for baby pacification
5	Never loose a binky again!!
5	Great pacifiers
1	Came unpackaged!
5	Loved
5	a big hit
2	Unsanitary
5	Only Paci My Son Ever Used
5	Baby enjoys
1	Why were these double the normal price????
5	Perfect!
5	Baby loves these
5	There is no substitute for these soothie pacifiers
5	THANK YOU
5	love this!
5	perfect bedding
5	"amazing sound machine, batteries last forever!"
5	works for my toddler!
5	good car seat!
5	definitely a must!
5	so easy to install....
5	effective and good value for the price
1	cheap piece of junk!
5	so many configurations
5	simply work
5	aewsom
5	very easy to use!
5	what's not to love?
5	portable
5	pricey but worth it
5	the only non-video baby monitor to get
1	much cuter online
4	sleep sheep is the tits!
5	great seat!
5	great chair and value
5	nice pad!
5	we love it!!
5	they lock!
5	sling carrier
5	5.5 month old loves it
4	nice photo album for kids!
5	stays put
5	christmas gift for 4 month old
5	best toy for a 7-month-old!
3	"cd is flawed (design, not manufacture)"
5	iota baby blanket
5	my daughter loves this bag!!
1	didn't work
5	better sleep for all!
5	love it!
5	who doesn't love sophie?
4	limbs are a bit short
5	wall decal
4	"great, non toxic product"
3	stick to my nipples :(
5	great for cloth diapers on outings
5	great at keeping my daugher out of my desk cabinet doors!
2	didnt seem safe
5	super soft
5	this was a big hit
5	my six month old niece loves it
4	simple and affordable
5	absolutely love it!!
5	its sooooo beautiful!
4	very cute
3	not sure i'd recommend
5	i'm not a review person but i had to counter the bad reviews
5	cozy and comfy
1	very disappointed
1	very late
1	poor quality control and instructions
5	My kid's favorite
1	they sent wrong gender
2	"Good design, but baby doesnt agree"
5	Cute!
1	I bought boys and received girls design
1	Stinky
5	Funny gift for babies!
5	Mama Likes These
3	Fun for a while
5	Favorite binkies
5	Durable
4	Works if your kid likes pacifiers
5	Very Cool
1	Not Fingernail Friendly
5	Lamb by WubbaNub
5	Baby loves it!
5	So funny
5	love it!!!
4	The only pacifier my baby will use
5	So cute
5	Love it!
5	pink hamper
5	totally satisfied '
5	little girl not complaining
4	blocks
2	watch out - the two halves snap together forcefully
5	great interaction!
5	this jumper is greats!
1	not safr
4	great for price paid!
5	definitely worth a try!!
2	too small
4	must have
5	big hit
5	wonderful!!
5	awesome lil walker/bouncer
5	great potty covers!!
5	great for in the car!!
5	so far so good..
5	an ideal gift for little child!
5	loved it!
5	very cute!
2	can't turn off
5	great fit
5	these are just the best bibs.
5	"classical music, great change"
1	is not controlled by ipod....
4	"soft,cute, but very thin"
5	soft and good fit.
2	born free bottle brush
3	its ok
3	comfy mat
5	excellent fit
3	dermazinc zinc therapy soap
5	harley-davidson children fork and spoon
5	fun toy
5	perfect to keep pets separated.
5	awesome seat!
1	stopped working after 3 months
4	bought two for my twin granddaughters for visits
5	great!
5	gone fishin'
5	works like its suppose to
5	holds a bunch!
5	excellent
5	very nice.
5	drop the bulb and grab this!
5	it is what it is
5	nice chair for the price
5	absolutely love this bag!
1	nothing but problems!!!
5	amazing
3	would like it more if the fabric was tougher and the giant logo wasn't there
3	cannot attach tubing to pump
5	was a gift for a chef's newborn!
3	not very effective for toddlers
5	"comfortable, cooling, easier than a stroller"
1	stuff comes out of it
3	ok
5	very pretty
1	Not what it says it is
5	Love these pacifiers!!
4	Baby liked it...
5	Perfect!
5	adorable
3	Cute but stiff
5	Wubbanub -  Monkey
5	Best pacifier because it grows with the child
5	MUST HAVE for every parent
5	Brilliant invention
5	Love the WubbaNub
5	Great!
1	not right color
4	A little too big for a newborn
2	Not worth $17.00.
5	Great Soothie Pacifiers
5	Only ones
5	BEST transition from Pacifier to No More Pacifier
4	Ordinary pacifiers
5	Who doesn't like a smile??
3	"Not bad, not really that helpful."
3	Can't see them at night
5	Great Value
3	disappointed
3	WORTH THE MONEY?
5	best one out there
5	Great Product
5	Can't live without...
5	just right
4	Baby loves it!
5	Baby Loves It
4	Small but work
5	Great pacifier + lovie
4	Cutest Pacifiers
5	Great pacifier + lovie
5	Great baptism gift
5	Very Funny
5	So cute and easy for baby!
5	i love wubbanub
3	funny
5	Almost as crucial as special blanket
4	Baby likes them
5	So hilarious
5	Great
5	Awesome gimmicky gift
4	Keeps Paci's where you want them!
5	LOVE IT
5	Awesome gimmicky gift
5	Perfect baby shower gift
5	so cute
5	Great concept!
1	Short tip and heavy back equals failed binky  :(
5	Awesome thermometer!
3	"Ok, but Nipple Fills With Water"
5	Great binkies!
5	Adorable!
5	Wubby
5	Great
2	Ok holder
5	A good product
5	Great!
5	Well Designed
5	So adorable.
5	10+ stars
5	Only passifier my son will take!
5	Humorous and functional
5	Gift for my 6 mo old great-niece
5	"MY son is addicted to these things,"
5	Very cute pacifier
5	Mam pacifiers are the best!
5	Great product!
5	Fun gift
5	Bright colored Dragon
4	Saved the Day!
3	Did not work for my picky baby
4	great for the price
5	gumdrop pacifiers
5	really beautiful
5	Makes Life Easier
3	great pacy...picky baby
5	Great Baby Gift
5	wubbanub owl
3	Nice pacifier but nipple size seems off
5	Only pacifier my baby likes! Gentle on their sensitive skin.
5	cute
3	Choke Hazard
5	So much harder to lose this paci!
3	Not as good as other rubber pacifiers
5	NICE & CUTE
4	perfect fit
5	great for bottom of stairs
1	weak
3	ironing after washing because it curls up
5	so cute!
5	lambs & ivy little princess hamper
4	no leaks! freezes well
5	the best!
5	thicker than 0-3 month
3	"product is cute, but not as described - this is not a bath thermometer!!!"
5	big blanket
5	three pack's a must for babes on the mooove!
2	doesn't fit our oven
5	great buy and so easy to use!
3	ITS OK
2	Wasnt the same colors as pictured.
4	Best Pacifier
5	Kid Loves 'Em
4	WUBBANUB
5	AWESOME!!!
5	Great value
5	Love
5	Love this!!!
2	Great binky but don't get from amazon unless you want pink
5	Great dog toys
1	Not what they show to be
5	So cool!
5	brown puppy
5	Love it!
5	love wubbanub
5	The only paci our baby will take
1	very cheap!
5	must have for cowboys fan
5	"Happy baby, happy mom"
5	10 week old loves this
4	Not as weighted as I had thought
5	perfect
5	the only one we are using
4	good product
5	Best paci ever
1	SCARED TO USE THIS
5	Baby Gift
2	not for babies with big cheeks
5	Great product!
5	pacifiers
5	Most adorable Wubb
2	My Trio Refused Them
5	gift - SO funny
5	Very Cute
1	dont arived
4	Does what a pacifier is supposed to do
5	Highly recommend
5	Perfect
5	sports fan
5	Works for us
3	What a waste of ten bucks
3	Lost its scent in a few weeks
4	Works good but does take in water
5	Cute and Functional!
5	My EBF son took it.
5	my twins loved these
5	My 6 weeks old loves these
5	I bought these awhile ago.
5	"Hands down, gumdrop wins!"
5	Loved it!
5	Plenty of laughs
5	Philips AVENT BPA Free Soothie Pacifier
5	Just like the hospitals
5	baby pacifier!
5	My son's favorite pacifier!
5	Big hit
5	Perfect Binky!
5	Great pattern
3	Animal tugs the paci out
1	Colors vary is right
5	Durable and liked by the kid
5	Great Buy
3	I like them but I constantly have to turn them around
5	love it
5	So cute
4	harder than the hospital one
5	good fit and kid sleeps well
3	"falls over, fun lights, quick post to australia"
4	"good product, but didn't work for us"
3	rash
5	new pillow user
4	great toy
4	good to go
2	great sound quality until it does not link anymore!
3	broke in 3 days!
4	shoulder strap pads
5	keeps food hot for hours.
2	had to throw it out
4	good
5	"really sturdy, easy to fill even without the fill station"
4	almost perfect
5	love these bags
5	Great Toddler Toy
1	So hard to open
5	Loved them!
5	Nice
5	Great
4	Perfect Pacifiers
5	Baby loves it
5	Nice but expensive
5	Item was exactly what I needed.
5	Love WubbaNubs
4	oo
5	Cute Idea
5	Avent Pacifier
3	Just OK
4	The ONLY pacifier our daughter will use
5	Love.
5	Love love love
5	for my son
5	for my son
5	The REAL gumdrop pacifier
5	Only pacifiers my LO would take
3	So-So...
4	The big bag is better than the little bag.
5	Excellent Quality
4	"Love NUK, the Camo not so much."
5	Babies Love These!
4	It 's perfect workmanship!
5	My 6 Month Olds Favorite Paci
3	but didn't like that it doesn't come with retail packaging
5	Great idea!
5	Helpful
5	Brilliant!
5	Works Well!
5	awesome
5	Cute and functional design
5	very happy with the product.
5	These are the standard for a reason.
5	the color may appear a little different in person.
5	LOVE that they're BPA BPS free!
3	Loved product not packaging
5	best pacifiers around
5	Love these
4	Cute gift idea
2	Meh
5	I ordered these pacifiers for my best friend's newborn son
5	Very handy!
5	fun!
5	Little pacifiers for the baby
2	Not recommended by docs
4	Sanitary!
4	Great Pacifiers
5	I love it!
3	Nice quality
5	exactly what I wanted!
4	Looks nice and works well.
5	Mustache pacifier
5	Wubbanub is great!
4	Awesome product
4	Amazing product
5	Great product!
5	I love this monkey - I'd buy it again!
5	Gotta wub this product! :)
5	Baby's favorite pacifier
4	hmmm...
5	Super cute
5	Puppy is very loved and cherished by our little man
5	in love with this
3	Not as pictured
5	Great pacifiers
5	One of the best inventions - ever!
5	great & soothing to son
5	Great toy / binky in one.
5	Baby loves it. Made in UK.
1	Colors may vary...
4	Super cute.
5	Great pacifiers!
5	Keeps the pacifier in while the baby is sleeping.
5	Hilarious
5	Great idea to keep pacifier clean
5	Very fun stocking stuffer
1	Not sayisfied
5	Five Star Rating
3	Butterfly shape is not good for baby's nose
5	great calendar
4	cute and loveable pacifier
5	safe and spa-like
5	love it!
5	super cute
4	Great Product that I love (paci is not interchangable)
5	Used for Suck Training after Tongue Tie revision
4	"No more paci searching - these are hard to lose, but be careful if you have a chewer..."
1	not satisfied
5	These are a must and they make a great gift!
3	Unhygienic WubbaNub
5	My son loves it
5	Great idea!
5	Excellent Value!
5	MONKEY WUBBANUB
3	Not Easy To Clean
5	Great Binky's
5	Perfect Gift!
5	Lifesaver
5	Great Paci!
5	Must have for new moms!
4	Good option
5	Wubbanub
5	My son likes the shape of this pacifier
5	easy to grab and washable
5	You can give to a child under 6 months
3	Too big
5	Love it!
5	A must if you have children.
5	My only regret is not getting it sooner!
5	Great alternative to plastic pacifiers
5	7 Wk Old loves it!!!
5	Good price
5	"Great wipes, convenient"
2	"bad product, i don´t like it"
5	good for baby shower
5	Very soft
2	Awkward
5	Babies with Mustaches... Classic
4	Goes great with a punk baby outfit.
5	Cute!
4	"Look cool, make sure your kid likes the brand."
4	Great product if your baby likes soothers.
5	Hilarious.
